signal,test_year,symbol,anchor_side,direction,fire_ts,p_test,label_y_true,entry_ts,entry_price,exit_ts,exit_price,exit_reason,atr,stop_price,target_price,pnl_pts,pnl_r
gap_down_rejection,2022,ES.c.0,gap_down,short,2022-11-06 23:00:00+00:00,0.8446,1,2022-11-06 23:03:00+00:00,3749.5000,2022-11-07 03:03:00+00:00,3771.0000,time_exit,17.5312,3784.5625,3661.8438,-21.5000,-0.6132
gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-11-13 23:00:00+00:00,0.8339,1,2022-11-13 23:02:00+00:00,11778.2500,2022-11-14 03:02:00+00:00,11800.5000,time_exit,49.7679,11877.7857,11529.4107,-22.2500,-0.2235
gap_down_rejection,2022,ES.c.0,gap_down,short,2022-11-13 23:00:00+00:00,0.8343,1,2022-11-13 23:03:00+00:00,3982.2500,2022-11-14 03:03:00+00:00,3991.0000,time_exit,11.7991,4005.8482,3923.2545,-8.7500,-0.3708
gap_down_rejection,2022,YM.c.0,gap_down,short,2022-11-13 23:00:00+00:00,0.8327,1,2022-11-13 23:03:00+00:00,33659.0000,2022-11-14 03:03:00+00:00,33702.0000,time_exit,84.9643,33828.9286,33234.1786,-43.0000,-0.2530
gap_down_rejection,2022,NQ.c.0,gap_down,short,2022-11-13 23:00:00+00:00,0.8339,1,2022-11-13 23:02:00+00:00,11778.2500,2022-11-14 03:02:00+00:00,11800.5000,time_exit,49.7679,11877.7857,11529.4107,-22.2500,-0.2235
gap_down_rejection,2022,ES.c.0,gap_down,short,2022-11-13 23:00:00+00:00,0.8343,1,2022-11-13 23:03:00+00:00,3982.2500,2022-11-14 03:03:00+00:00,3991.0000,time_exit,11.7991,4005.8482,3923.2545,-8.7500,-0.3708
gap_down_rejection,2022,YM.c.0,gap_down,short,2022-11-13 23:00:00+00:00,0.8327,1,2022-11-13 23:03:00+00:00,33659.0000,2022-11-14 03:03:00+00:00,33702.0000,time_exit,84.9643,33828.9286,33234.1786,-43.0000,-0.2530
gap_down_rejection,2022,6N.c.0,gap_down,short,2022-11-16 23:00:00+00:00,0.8691,1,2022-11-16 23:11:00+00:00,0.6150,2022-11-17 03:11:00+00:00,0.6131,time_exit,0.0009,0.6169,0.6105,0.0020,1.0674
gap_down_rejection,2022,6N.c.0,gap_down,short,2022-11-17 23:00:00+00:00,0.8190,0,2022-11-17 23:06:00+00:00,0.6130,2022-11-18 01:15:00+00:00,0.6149,stop,0.0009,0.6149,0.6084,-0.0019,-1.0000
gap_down_rejection,2022,NG.c.0,gap_down,short,2022-11-20 23:00:00+00:00,0.8280,1,2022-11-20 23:02:00+00:00,6.3170,2022-11-21 03:02:00+00:00,6.2080,time_exit,0.0629,6.4429,6.0023,0.1090,0.8658
gap_down_rejection,2022,NG.c.0,gap_down,short,2022-11-20 23:00:00+00:00,0.8280,1,2022-11-20 23:02:00+00:00,6.3170,2022-11-21 03:02:00+00:00,6.2080,time_exit,0.0629,6.4429,6.0023,0.1090,0.8658
gap_down_rejection,2022,6N.c.0,gap_down,short,2022-11-21 23:00:00+00:00,0.8461,0,2022-11-21 23:29:00+00:00,0.6100,2022-11-22 00:39:00+00:00,0.6114,stop,0.0007,0.6114,0.6066,-0.0014,-1.0000
gap_down_rejection,2022,6A.c.0,gap_down,short,2022-11-22 23:00:00+00:00,0.8673,1,2022-11-22 23:02:00+00:00,0.6651,2022-11-23 00:05:00+00:00,0.6663,stop,0.0006,0.6663,0.6619,-0.0013,-1.0000
gap_down_rejection,2022,6N.c.0,gap_down,short,2022-11-22 23:00:00+00:00,0.8859,1,2022-11-22 23:03:00+00:00,0.6155,2022-11-23 00:06:00+00:00,0.6165,stop,0.0005,0.6165,0.6127,-0.0011,-1.0000
gap_down_rejection,2022,6E.c.0,gap_down,short,2022-11-24 23:00:00+00:00,0.8149,1,2022-11-24 23:02:00+00:00,1.0423,2022-11-25 03:02:00+00:00,1.0422,time_exit,0.0006,1.0436,1.0391,0.0001,0.0788
gap_down_rejection,2022,6N.c.0,gap_down,short,2022-11-24 23:00:00+00:00,0.8341,1,2022-11-24 23:03:00+00:00,0.6261,2022-11-25 03:03:00+00:00,0.6257,time_exit,0.0004,0.6269,0.6243,0.0004,0.6176
gap_down_rejection,2022,6S.c.0,gap_down,short,2022-11-24 23:02:00+00:00,0.8218,0,2022-11-24 23:08:00+00:00,1.0621,2022-11-25 03:07:00+00:00,1.0619,time_exit,0.0005,1.0632,1.0594,0.0002,0.1400
gap_down_rejection,2022,6E.c.0,gap_down,short,2022-11-27 23:00:00+00:00,0.8479,1,2022-11-27 23:02:00+00:00,1.0395,2022-11-28 03:02:00+00:00,1.0376,time_exit,0.0012,1.0420,1.0333,0.0019,0.7475
