matrix,snapshot,side,label,n_filtered,n_folds_ok,gpu_mean_auc,gpu_min_auc,gpu_top_lift,gpu_base_rate,cpu_mean_auc,cpu_min_auc,cpu_top_lift,cpu_base_rate,delta_mean_auc,delta_top_lift,status,elapsed_s
sweep_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_fire,high,label.manipulation_range_reaction.range_expanded_2x_manipulation,28934,6,0.9000121527034654,0.8232251786309616,0.029557123556980907,0.9704428764430192,0.8870900438825703,0.8000729841507259,0.02765598287257026,0.9704428764430192,0.012922108820895062,0.0019011406844106453,ok,54.3
sweep_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_fire,low,label.ob_confirmation.did_confirm,24006,6,0.8801543396154279,0.8384228083302157,0.027135491753136436,0.9728645082468637,0.8633856950373584,0.78236843746103,0.027135491753136436,0.9728645082468637,0.01676864457806948,0.0,ok,34.0
sweep_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_fire,high,label.swept_reference_reaction.first_bar_down_then_final_up,28934,6,0.8258488617682948,0.8019831598932636,0.2229126075696434,0.11317524864550658,0.822997721354851,0.8028835990443179,0.22378122003728054,0.11317524864550658,0.002851140413443698,-0.0008686124676371421,ok,47.5
sweep_snapshots_xctx_fvggeom_obgeom_liqgeom_regime,at_fire,high,label.swept_level_recovery.level_recovered,28934,6,0.7935530390009692,0.7429401608399584,0.2744907401873136,0.6765169934084511,0.7921972438701365,0.7472715959888042,0.2750452436555218,0.6765169934084511,0.0013557951308327265,-0.0005545034682081784,ok,57.3
tp_snapshots_xctx_fvggeom_obgeom,at_fire,all,label.next_period.took_parent_high,19205,6,0.8083366328239402,0.7730811171018355,0.34633643096318245,0.5621559099172482,0.7965152853416935,0.7450173995571022,0.3689588963343198,0.5510542719925619,0.011821347482246725,-0.022622465371137324,ok,24.4
tp_snapshots_xctx_fvggeom_obgeom,at_fire,all,label.next_period.took_parent_low,19205,6,0.7854012259898382,0.7637043834067042,0.3641975417474166,0.4430593540207038,0.7782272093816205,0.755203424224615,0.3734810872427928,0.4597651605891747,0.007174016608217704,-0.009283545495376189,ok,22.6
tp_snapshots_xctx_fvggeom_obgeom,at_fire,bullish,label.next_period.took_parent_high,10591,6,0.7325503219074482,0.7186845412651864,0.19739770727277173,0.7458672981875057,0.7397583939572616,0.6974603426216329,0.20096322031239108,0.7409348564729431,-0.007208072049813441,-0.0035655130396193557,ok,15.5
tp_snapshots_xctx_fvggeom_obgeom,at_fire,bullish,label.next_period.thesis_confirmed,10591,6,0.7325503219074482,0.7186845412651864,0.19739770727277173,0.7458672981875057,0.7397583939572616,0.6974603426216329,0.20096322031239108,0.7409348564729431,-0.007208072049813441,-0.0035655130396193557,ok,15.8
tp_snapshots_xctx_fvggeom_obgeom,at_fire,bullish,label.next_period.took_parent_low,10591,6,0.748867612982843,0.6715727015454536,0.3904079507874509,0.285886672957086,0.7373220881115483,0.6611364186296065,0.41389570278116306,0.29217384927985873,0.011545524871294677,-0.02348775199371217,ok,16.9
tp_snapshots_xctx_fvggeom_obgeom,at_fire,bearish,label.next_period.took_parent_high,8531,6,0.7336621364310615,0.6999566585904804,0.32115258120934453,0.3433996543481987,0.7103978745083758,0.5582386363636364,0.24030866107440058,0.33898541801274173,0.023264261922685714,0.08084392013494396,ok,14.6
tp_snapshots_xctx_fvggeom_obgeom,at_fire,all,label.next_period.thesis_confirmed,19205,6,0.6941856123231642,0.6544524288588676,0.21917021340082385,0.6941332900142537,0.6963628727316736,0.6502011593560292,0.23468130613059973,0.6984634549328523,-0.002177260408509407,-0.015511092729775883,ok,23.4
tp_snapshots_xctx_fvggeom_obgeom,at_fire,bearish,label.next_period.took_parent_low,8531,6,0.679516981562546,0.6413496932515337,0.19890354233971128,0.6275811098478202,0.6803103403321089,0.6495918132689433,0.2107834494384249,0.6428373798695601,-0.0007933587695628797,-0.011879907098713616,ok,14.8
tp_snapshots_xctx_fvggeom_obgeom,at_fire,bearish,label.next_period.thesis_confirmed,8531,6,0.679516981562546,0.6413496932515337,0.19890354233971128,0.6275811098478202,0.6803103403321089,0.6495918132689433,0.2107834494384249,0.6428373798695601,-0.0007933587695628797,-0.011879907098713616,ok,14.9
tp_snapshots_xctx_fvggeom_obgeom,at_fire,bearish,label.n_plus_2.took_parent_high,860,6,0.6321880959500811,0.5670731707317074,0.18351581930788932,0.5714444981524281,0.5942650575357739,0.47052845528455284,0.19442851772058775,0.5714444981524281,0.03792303841430722,-0.01091269841269843,ok,6.7
vp_snapshots_xctx,at_fire,buying,label.vah_touch.resistance_break_acceptance_3bar,9222,6,0.9174756714785229,0.8910049245921823,0.20689628238964167,0.04704525979309191,0.9109564035940498,0.8863881194213604,0.18629727044821506,0.04704525979309191,0.006519267884473101,0.020599011941426604,ok,8.7
vp_snapshots_xctx,at_fire,all,label.vah_touch.resistance_rejection_3bar,34356,6,0.907755158987546,0.891991323579449,0.19295498417672594,0.047190939048451536,0.9078502234107174,0.8974553669715589,0.19130520152990935,0.047190939048451536,-9.506442317142039e-05,0.0016497826468165888,ok,15.5
vp_snapshots_xctx,at_fire,all,label.vah_touch.resistance_break_acceptance_3bar,34356,6,0.9029771268380956,0.8902409699301486,0.17766074611873406,0.047354847783763164,0.9040466559131176,0.8978273214329803,0.18307871042378596,0.047354847783763164,-0.0010695290750220021,-0.005417964305051898,ok,14.7
vp_snapshots_xctx,at_fire,selling,label.vah_touch.resistance_break_acceptance_3bar,6497,3,0.9161870538377629,0.9049413735343383,0.18026690924453326,0.03723239163882119,0.9017083182202664,0.8720565149136578,0.16070589699453833,0.03325016329880551,0.014478735617496463,0.01956101224999493,ok,4.0
vp_snapshots_xctx,at_fire,balanced,label.vah_touch.resistance_rejection_3bar,18637,6,0.8991394825418247,0.8907237122179651,0.18949993520283917,0.053362288787625535,0.8966663537333509,0.8870838654746701,0.18227908798711534,0.053362288787625535,0.0024731288084738345,0.00722084721572383,ok,10.7
vp_snapshots_xctx,at_fire,buying,label.vah_touch.resistance_rejection_3bar,9222,6,0.9039265525228447,0.8631357856494095,0.1914520451142083,0.05252655237657586,0.8955326276759733,0.8589963495623872,0.19552265931216647,0.05252655237657586,0.008393924846871403,-0.004070614197958178,ok,8.1
vp_snapshots_xctx,at_fire,balanced,label.vah_touch.resistance_break_acceptance_3bar,18637,6,0.8899165926809515,0.8782529213563696,0.16045450062356453,0.05233888777289464,0.8928094120105209,0.8821898821898823,0.1739261444211643,0.05233888777289464,-0.0028928193295694182,-0.01347164379759977,ok,11.1
vp_snapshots_xctx,at_fire,buying,label.vwap_touch.resistance_rejection_3bar,9222,6,0.8862974908893747,0.8468295979276945,0.2103817203684811,0.06521403622929224,0.8860641576658687,0.8182603145999926,0.188729886495572,0.06521403622929224,0.00023333322350604924,0.021651833872909088,ok,7.6
vp_snapshots_xctx,at_fire,buying,label.vwap_touch.resistance_break_acceptance_3bar,9222,6,0.8869152912622282,0.8700834748160725,0.19058058502149414,0.06284920200437037,0.8851107519373329,0.8666171477079798,0.17737722962039418,0.06284920200437037,0.0018045393248953268,0.013203355401099959,ok,8.3
vp_snapshots_xctx,at_fire,selling,label.vwap_touch.support_break_acceptance_3bar,6497,6,0.8774711332716368,0.8629032258064516,0.21215496044248935,0.07984169531366898,0.8718208042207216,0.8525183927560839,0.2066808403734747,0.07984169531366898,0.005650329050915226,0.005474120069014654,ok,7.3
vp_snapshots_xctx,at_fire,all,label.val_touch.support_break_acceptance_3bar,34356,6,0.8725517523509628,0.8510884470346245,0.16626698719351815,0.0566048123059227,0.8709529359240072,0.8398875293373066,0.15867350014082804,0.0566048123059227,0.001598816426955585,0.007593487052690112,ok,14.5
vp_snapshots_xctx,at_fire,selling,label.val_touch.support_break_acceptance_3bar,6497,6,0.8744143183129643,0.829418928322895,0.16120395435338758,0.056691333437356876,0.8662185700965872,0.8105862908837856,0.15432474392197112,0.056691333437356876,0.008195748216377141,0.006879210431416455,ok,6.2
